,PlayStation,SNES,Genesis,Nintendo 3DS,NES,Game Boy Advance,3DO,SEGA Saturn,Nintendo 64,Game Boy,Wii,Wii U,PlayStation 4,Xbox 360,PlayStation 3,Game Gear,Dreamcast,PSP,PS Vita,Xbox,PlayStation 2,Nintendo DS,GameCube,Xbox One,Neo Geo,Neo Geo CD,Neo Geo Pocket,WonderSwan,PC-FX
51,21.0,8.0,5.0,2.0,9.0,6.0,,2.0,10.0,8.0,9.0,1.0,9.0,16.0,15.0,2.0,5.0,6.0,,13.0,26.0,5.0,10.0,4.0,1.0,1.0,,,
58,21.0,4.0,2.0,5.0,3.0,9.0,,2.0,10.0,4.0,14.0,6.0,34.0,22.0,35.0,2.0,6.0,11.0,7.0,18.0,31.0,3.0,10.0,13.0,,,,,
33,36.0,22.0,29.0,2.0,11.0,3.0,2.0,7.0,12.0,10.0,14.0,1.0,18.0,27.0,27.0,4.0,7.0,12.0,,32.0,52.0,5.0,14.0,7.0,1.0,1.0,,,
88,7.0,2.0,2.0,5.0,1.0,1.0,,1.0,3.0,2.0,11.0,3.0,2.0,2.0,8.0,,,7.0,1.0,4.0,5.0,6.0,2.0,1.0,,,,,
29,12.0,8.0,7.0,3.0,18.0,3.0,3.0,,3.0,6.0,35.0,6.0,14.0,14.0,19.0,5.0,2.0,2.0,2.0,4.0,9.0,18.0,,1.0,,,,,
24,7.0,6.0,3.0,39.0,22.0,20.0,,1.0,6.0,5.0,22.0,44.0,48.0,9.0,28.0,1.0,2.0,3.0,23.0,1.0,2.0,13.0,7.0,7.0,,,,,
63,3.0,,,1.0,,,,,1.0,1.0,2.0,2.0,,2.0,1.0,,1.0,2.0,1.0,1.0,5.0,4.0,3.0,1.0,,,,,
41,12.0,9.0,8.0,5.0,9.0,3.0,1.0,3.0,1.0,5.0,10.0,7.0,19.0,11.0,17.0,2.0,1.0,6.0,4.0,6.0,9.0,4.0,1.0,3.0,,,,,
60,3.0,,,2.0,,1.0,18.0,3.0,,,2.0,,4.0,,5.0,,,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,
145,13.0,11.0,7.0,26.0,15.0,15.0,2.0,2.0,6.0,19.0,28.0,12.0,10.0,10.0,20.0,7.0,4.0,15.0,7.0,3.0,5.0,26.0,3.0,,,,,,
35,16.0,11.0,11.0,9.0,7.0,6.0,5.0,4.0,4.0,7.0,24.0,12.0,15.0,9.0,14.0,7.0,2.0,14.0,4.0,11.0,17.0,6.0,9.0,4.0,1.0,,,,
189,4.0,3.0,1.0,1.0,,2.0,,2.0,3.0,1.0,2.0,4.0,5.0,1.0,5.0,1.0,1.0,6.0,1.0,,1.0,,3.0,,,,,,
38,5.0,4.0,5.0,4.0,14.0,4.0,1.0,2.0,2.0,4.0,13.0,3.0,,3.0,5.0,,3.0,4.0,1.0,2.0,4.0,7.0,1.0,,,,,,
99,11.0,,,3.0,4.0,4.0,,1.0,1.0,1.0,10.0,13.0,90.0,56.0,95.0,,,23.0,19.0,36.0,50.0,10.0,13.0,13.0,,,,,
93,17.0,,3.0,6.0,13.0,14.0,,,2.0,2.0,5.0,4.0,21.0,20.0,39.0,,3.0,19.0,10.0,30.0,43.0,7.0,16.0,6.0,,,,,
196,2.0,2.0,3.0,1.0,,,,2.0,1.0,,6.0,2.0,5.0,8.0,14.0,,1.0,1.0,,3.0,3.0,3.0,1.0,2.0,,,,,
52,14.0,2.0,2.0,2.0,7.0,9.0,,,3.0,3.0,9.0,1.0,4.0,10.0,11.0,1.0,4.0,3.0,3.0,9.0,16.0,7.0,11.0,1.0,,,,,
96,31.0,1.0,4.0,5.0,6.0,19.0,1.0,,6.0,3.0,20.0,9.0,8.0,12.0,26.0,,11.0,12.0,5.0,29.0,38.0,10.0,25.0,1.0,,,,,
109,1.0,1.0,2.0,2.0,4.0,2.0,,,,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,5.0,2.0,3.0,,,,,,
104,10.0,2.0,3.0,1.0,4.0,4.0,,1.0,1.0,3.0,9.0,1.0,10.0,4.0,6.0,1.0,3.0,2.0,2.0,4.0,7.0,3.0,4.0,1.0,,,,,
31,36.0,28.0,38.0,2.0,8.0,9.0,2.0,6.0,12.0,11.0,20.0,2.0,12.0,27.0,28.0,8.0,10.0,14.0,2.0,31.0,45.0,6.0,20.0,5.0,,,,,
65,19.0,9.0,10.0,5.0,7.0,3.0,3.0,8.0,5.0,5.0,7.0,6.0,55.0,36.0,57.0,3.0,1.0,5.0,22.0,14.0,22.0,2.0,3.0,10.0,1.0,,,,
64,4.0,1.0,2.0,8.0,3.0,2.0,,,,2.0,8.0,11.0,9.0,5.0,16.0,2.0,,10.0,14.0,2.0,2.0,5.0,,,,,,,
201,1.0,,1.0,3.0,,1.0,,,,1.0,2.0,2.0,3.0,1.0,1.0,,,3.0,1.0,1.0,3.0,5.0,1.0,,,,,,
80,15.0,5.0,4.0,9.0,8.0,1.0,2.0,3.0,3.0,4.0,8.0,5.0,22.0,26.0,32.0,1.0,5.0,9.0,4.0,9.0,8.0,3.0,4.0,6.0,2.0,,,,
28,6.0,3.0,1.0,3.0,6.0,2.0,,1.0,1.0,5.0,10.0,7.0,6.0,4.0,10.0,4.0,2.0,10.0,2.0,8.0,9.0,8.0,2.0,,,,,,
117,8.0,42.0,36.0,26.0,23.0,20.0,,6.0,2.0,14.0,39.0,24.0,56.0,15.0,38.0,11.0,1.0,7.0,15.0,9.0,18.0,5.0,6.0,11.0,7.0,4.0,,,
154,13.0,8.0,2.0,35.0,8.0,11.0,6.0,2.0,4.0,8.0,27.0,23.0,20.0,12.0,39.0,3.0,4.0,35.0,25.0,4.0,5.0,37.0,4.0,1.0,1.0,2.0,,,
18,14.0,7.0,5.0,11.0,2.0,3.0,,,2.0,2.0,16.0,2.0,7.0,3.0,8.0,,4.0,6.0,6.0,3.0,12.0,5.0,2.0,,,,,,
198,3.0,2.0,1.0,1.0,4.0,1.0,,1.0,,,4.0,2.0,4.0,6.0,12.0,,,4.0,1.0,3.0,20.0,1.0,,,,,,,
95,18.0,3.0,,3.0,3.0,7.0,,1.0,6.0,3.0,18.0,4.0,4.0,8.0,8.0,,2.0,7.0,2.0,10.0,20.0,8.0,8.0,1.0,,,,,
12,13.0,19.0,14.0,23.0,22.0,8.0,12.0,,2.0,4.0,49.0,19.0,9.0,11.0,9.0,,,7.0,4.0,2.0,6.0,103.0,1.0,1.0,,,,,
86,1.0,,1.0,,,,3.0,,,,5.0,,2.0,1.0,2.0,,,,,,,5.0,,,,,,,
43,7.0,2.0,3.0,4.0,7.0,,4.0,,2.0,,11.0,6.0,,2.0,4.0,,,3.0,2.0,,,22.0,,,,,,,
89,6.0,2.0,3.0,1.0,4.0,1.0,,1.0,1.0,2.0,8.0,1.0,8.0,2.0,8.0,1.0,1.0,7.0,2.0,2.0,5.0,3.0,1.0,1.0,,,,,
97,17.0,1.0,1.0,22.0,2.0,14.0,,,1.0,1.0,138.0,30.0,61.0,72.0,82.0,,3.0,23.0,27.0,11.0,86.0,72.0,7.0,10.0,,,,,
69,1.0,,,,,,,,,1.0,6.0,5.0,10.0,1.0,7.0,,1.0,1.0,6.0,1.0,3.0,4.0,2.0,1.0,,,,,
152,3.0,,,17.0,,1.0,,,,,,1.0,19.0,3.0,10.0,,,5.0,12.0,,1.0,3.0,,4.0,,,,,
36,15.0,9.0,10.0,6.0,6.0,6.0,1.0,1.0,4.0,6.0,14.0,9.0,6.0,10.0,8.0,3.0,3.0,7.0,3.0,8.0,13.0,5.0,5.0,2.0,,,,,
172,2.0,9.0,7.0,5.0,4.0,4.0,1.0,1.0,,2.0,8.0,3.0,8.0,5.0,8.0,2.0,,4.0,6.0,,4.0,3.0,,1.0,,,,,
147,5.0,6.0,3.0,55.0,5.0,14.0,,,,3.0,11.0,12.0,44.0,4.0,33.0,,1.0,13.0,52.0,,9.0,15.0,4.0,2.0,,,,,
206,1.0,3.0,4.0,1.0,3.0,4.0,,,,4.0,4.0,2.0,4.0,12.0,14.0,1.0,2.0,2.0,,6.0,7.0,4.0,8.0,1.0,,,,,
212,1.0,1.0,,4.0,,,,1.0,,,1.0,4.0,14.0,7.0,9.0,,,,4.0,4.0,2.0,1.0,,1.0,,,,,
144,1.0,,,7.0,3.0,2.0,2.0,,3.0,,54.0,23.0,26.0,2.0,13.0,,,3.0,,1.0,10.0,9.0,5.0,5.0,,,,,
92,1.0,4.0,,,1.0,,1.0,,,,12.0,2.0,1.0,2.0,1.0,,,,,1.0,1.0,18.0,,2.0,,,,,
46,8.0,3.0,,2.0,5.0,,4.0,,2.0,,9.0,1.0,,1.0,2.0,,,,,,,10.0,,,,,,,
157,2.0,,,3.0,,11.0,,,,,1.0,1.0,6.0,3.0,4.0,,,3.0,1.0,2.0,5.0,7.0,1.0,3.0,,,,,
27,11.0,7.0,2.0,24.0,12.0,16.0,6.0,2.0,1.0,9.0,21.0,11.0,31.0,12.0,31.0,9.0,2.0,30.0,17.0,10.0,15.0,35.0,2.0,4.0,,,,,
197,1.0,1.0,2.0,4.0,1.0,1.0,,,,,4.0,1.0,13.0,12.0,23.0,,1.0,,3.0,7.0,7.0,5.0,5.0,2.0,1.0,1.0,,,
187,2.0,3.0,,18.0,2.0,,,,1.0,,12.0,23.0,210.0,137.0,136.0,,,3.0,17.0,12.0,23.0,5.0,4.0,51.0,,,,,
186,2.0,3.0,,17.0,2.0,,,,1.0,,12.0,20.0,55.0,109.0,104.0,,,2.0,12.0,8.0,15.0,5.0,3.0,30.0,,,,,
213,1.0,3.0,4.0,8.0,3.0,,3.0,,,,5.0,3.0,6.0,5.0,8.0,,,1.0,,3.0,3.0,1.0,1.0,1.0,,,,,
91,2.0,1.0,,10.0,,,,1.0,,,5.0,2.0,2.0,,,,,,,2.0,9.0,5.0,,1.0,,,,,
140,5.0,1.0,1.0,45.0,1.0,7.0,3.0,,4.0,,83.0,22.0,23.0,12.0,13.0,,,11.0,8.0,3.0,11.0,104.0,8.0,1.0,,,,,
11,6.0,,,4.0,2.0,4.0,1.0,,1.0,2.0,3.0,1.0,4.0,,4.0,2.0,,5.0,2.0,1.0,3.0,4.0,1.0,,,,,,
139,1.0,,,13.0,,2.0,,,,,7.0,2.0,6.0,1.0,4.0,,,,2.0,4.0,8.0,10.0,5.0,2.0,,,,,
163,1.0,,,3.0,,,1.0,,,,,3.0,31.0,4.0,3.0,,,,8.0,,1.0,,,2.0,,,,,
190,3.0,3.0,3.0,1.0,5.0,2.0,,,,4.0,4.0,4.0,4.0,,3.0,,,1.0,1.0,,1.0,1.0,,2.0,,,,,
79,2.0,2.0,2.0,6.0,1.0,1.0,3.0,,,,4.0,3.0,1.0,,,,,,1.0,,1.0,10.0,,,,,,,
44,4.0,1.0,,1.0,3.0,,2.0,,,,10.0,3.0,,1.0,2.0,,,1.0,,,,22.0,,,,,,,
185,1.0,,,3.0,,,,,,,4.0,11.0,152.0,86.0,91.0,,,,5.0,5.0,6.0,,,34.0,,,,,
222,1.0,,,2.0,,,,,,,,,6.0,,1.0,,,,2.0,,,,,,,,,,
